State,State_name,County,County_Name
01,ALABAMA,001,Autauga
01,ALABAMA,003,Baldwin
01,ALABAMA,005,Barbour
01,ALABAMA,007,Bibb
01,ALABAMA,009,Blount
01,ALABAMA,011,Bullock
01,ALABAMA,013,Butler
01,ALABAMA,015,Calhoun
01,ALABAMA,017,Chambers
01,ALABAMA,019,Cherokee
01,ALABAMA,021,Chilton
01,ALABAMA,023,Choctaw
01,ALABAMA,025,Clarke
01,ALABAMA,027,Clay
01,ALABAMA,029,Cleburne
01,ALABAMA,031,Coffee
01,ALABAMA,033,Colbert
01,ALABAMA,035,Conecuh
01,ALABAMA,037,Coosa
01,ALABAMA,039,Covington
01,ALABAMA,041,Crenshaw
01,ALABAMA,043,Cullman
01,ALABAMA,045,Dale
01,ALABAMA,047,Dallas
01,ALABAMA,049,DeKalb
01,ALABAMA,051,Elmore
01,ALABAMA,053,Escambia
01,ALABAMA,055,Etowah
01,ALABAMA,057,Fayette
01,ALABAMA,059,Franklin
01,ALABAMA,061,Geneva
01,ALABAMA,063,Greene
01,ALABAMA,065,Hale
01,ALABAMA,067,Henry
01,ALABAMA,069,Houston
01,ALABAMA,071,Jackson
01,ALABAMA,073,Jefferson
01,ALABAMA,075,Lamar
01,ALABAMA,077,Lauderdale
01,ALABAMA,079,Lawrence
01,ALABAMA,081,Lee
01,ALABAMA,083,Limestone
01,ALABAMA,085,Lowndes
01,ALABAMA,087,Macon
01,ALABAMA,089,Madison
01,ALABAMA,091,Marengo
01,ALABAMA,093,Marion
01,ALABAMA,095,Marshall
01,ALABAMA,097,Mobile
01,ALABAMA,099,Monroe
01,ALABAMA,101,Montgomery
01,ALABAMA,103,Morgan
01,ALABAMA,105,Perry
01,ALABAMA,107,Pickens
01,ALABAMA,109,Pike
01,ALABAMA,111,Randolph
01,ALABAMA,113,Russell
01,ALABAMA,115,St. Clair
01,ALABAMA,117,Shelby
01,ALABAMA,119,Sumter
01,ALABAMA,121,Talladega
01,ALABAMA,123,Tallapoosa
01,ALABAMA,125,Tuscaloosa
01,ALABAMA,127,Walker
01,ALABAMA,129,Washington
01,ALABAMA,131,Wilcox
01,ALABAMA,133,Winston
02,ALASKA,013,Aleutians East
02,ALASKA,016,Aleutians West
02,ALASKA,020,Anchorage
02,ALASKA,050,Bethel
02,ALASKA,060,Bristol Bay
02,ALASKA,068,Denali
02,ALASKA,070,Dillingham
02,ALASKA,090,Fairbanks North Star
02,ALASKA,100,Haines
02,ALASKA,105,Hoonah-Angoon
02,ALASKA,110,Juneau
02,ALASKA,122,Kenai Peninsula
02,ALASKA,130,Ketchikan Gateway
02,ALASKA,150,Kodiak Island
02,ALASKA,158,Kusilvak
02,ALASKA,164,Lake and Peninsula
02,ALASKA,170,Matanuska-Susitna
02,ALASKA,180,Nome
02,ALASKA,185,North Slope
02,ALASKA,188,Northwest Arctic
02,ALASKA,195,Petersburg
02,ALASKA,198,Prince of Wales-Hyder
02,ALASKA,220,Sitka
02,ALASKA,230,Skagway
02,ALASKA,240,Southeast Fairbanks
02,ALASKA,261,Valdez-Cordova
02,ALASKA,275,Wrangell
02,ALASKA,282,Yakutat
02,ALASKA,290,Yukon-Koyukuk
04,ARIZONA,001,Apache
04,ARIZONA,003,Cochise
04,ARIZONA,005,Coconino
04,ARIZONA,007,Gila
04,ARIZONA,009,Graham
04,ARIZONA,011,Greenlee
04,ARIZONA,012,La Paz
04,ARIZONA,013,Maricopa
04,ARIZONA,015,Mohave
04,ARIZONA,017,Navajo
04,ARIZONA,019,Pima
04,ARIZONA,021,Pinal
04,ARIZONA,023,Santa Cruz
04,ARIZONA,025,Yavapai
04,ARIZONA,027,Yuma
05,ARKANSAS,001,Arkansas
05,ARKANSAS,003,Ashley
05,ARKANSAS,005,Baxter
05,ARKANSAS,007,Benton
05,ARKANSAS,009,Boone
05,ARKANSAS,011,Bradley
05,ARKANSAS,013,Calhoun
05,ARKANSAS,015,Carroll
05,ARKANSAS,017,Chicot
05,ARKANSAS,019,Clark
05,ARKANSAS,021,Clay
05,ARKANSAS,023,Cleburne
05,ARKANSAS,025,Cleveland
05,ARKANSAS,027,Columbia
05,ARKANSAS,029,Conway
05,ARKANSAS,031,Craighead
05,ARKANSAS,033,Crawford
05,ARKANSAS,035,Crittenden
05,ARKANSAS,037,Cross
05,ARKANSAS,039,Dallas
05,ARKANSAS,041,Desha
05,ARKANSAS,043,Drew
05,ARKANSAS,045,Faulkner
05,ARKANSAS,047,Franklin
05,ARKANSAS,049,Fulton
05,ARKANSAS,051,Garland
05,ARKANSAS,053,Grant
05,ARKANSAS,055,Greene
05,ARKANSAS,057,Hempstead
05,ARKANSAS,059,Hot Spring
05,ARKANSAS,061,Howard
05,ARKANSAS,063,Independence
05,ARKANSAS,065,Izard
05,ARKANSAS,067,Jackson
05,ARKANSAS,069,Jefferson
05,ARKANSAS,071,Johnson
05,ARKANSAS,073,Lafayette
05,ARKANSAS,075,Lawrence
05,ARKANSAS,077,Lee
05,ARKANSAS,079,Lincoln
05,ARKANSAS,081,Little River
05,ARKANSAS,083,Logan
05,ARKANSAS,085,Lonoke
05,ARKANSAS,087,Madison
05,ARKANSAS,089,Marion
05,ARKANSAS,091,Miller
05,ARKANSAS,093,Mississippi
05,ARKANSAS,095,Monroe
05,ARKANSAS,097,Montgomery
05,ARKANSAS,099,Nevada
05,ARKANSAS,101,Newton
05,ARKANSAS,103,Ouachita
05,ARKANSAS,105,Perry
05,ARKANSAS,107,Phillips
05,ARKANSAS,109,Pike
05,ARKANSAS,111,Poinsett
05,ARKANSAS,113,Polk
05,ARKANSAS,115,Pope
05,ARKANSAS,117,Prairie
05,ARKANSAS,119,Pulaski
05,ARKANSAS,121,Randolph
05,ARKANSAS,123,St. Francis
05,ARKANSAS,125,Saline
05,ARKANSAS,127,Scott
05,ARKANSAS,129,Searcy
05,ARKANSAS,131,Sebastian
05,ARKANSAS,133,Sevier
05,ARKANSAS,135,Sharp
05,ARKANSAS,137,Stone
05,ARKANSAS,139,Union
05,ARKANSAS,141,Van Buren
05,ARKANSAS,143,Washington
05,ARKANSAS,145,White
05,ARKANSAS,147,Woodruff
05,ARKANSAS,149,Yell
06,CALIFORNIA,001,Alameda
06,CALIFORNIA,003,Alpine
06,CALIFORNIA,005,Amador
06,CALIFORNIA,007,Butte
06,CALIFORNIA,009,Calaveras
06,CALIFORNIA,011,Colusa
06,CALIFORNIA,013,Contra Costa
06,CALIFORNIA,015,Del Norte
06,CALIFORNIA,017,El Dorado
06,CALIFORNIA,019,Fresno
06,CALIFORNIA,021,Glenn
06,CALIFORNIA,023,Humboldt
06,CALIFORNIA,025,Imperial
06,CALIFORNIA,027,Inyo
06,CALIFORNIA,029,Kern
06,CALIFORNIA,031,Kings
06,CALIFORNIA,033,Lake
06,CALIFORNIA,035,Lassen
06,CALIFORNIA,037,Los Angeles
06,CALIFORNIA,039,Madera
06,CALIFORNIA,041,Marin
06,CALIFORNIA,043,Mariposa
06,CALIFORNIA,045,Mendocino
06,CALIFORNIA,047,Merced
06,CALIFORNIA,049,Modoc
06,CALIFORNIA,051,Mono
06,CALIFORNIA,053,Monterey
06,CALIFORNIA,055,Napa
06,CALIFORNIA,057,Nevada
06,CALIFORNIA,059,Orange
06,CALIFORNIA,061,Placer
06,CALIFORNIA,063,Plumas
06,CALIFORNIA,065,Riverside
06,CALIFORNIA,067,Sacramento
06,CALIFORNIA,069,San Benito
06,CALIFORNIA,071,San Bernardino
06,CALIFORNIA,073,San Diego
06,CALIFORNIA,075,San Francisco
06,CALIFORNIA,077,San Joaquin
06,CALIFORNIA,079,San Luis Obispo
06,CALIFORNIA,081,San Mateo
06,CALIFORNIA,083,Santa Barbara
06,CALIFORNIA,085,Santa Clara
06,CALIFORNIA,087,Santa Cruz
06,CALIFORNIA,089,Shasta
06,CALIFORNIA,091,Sierra
06,CALIFORNIA,093,Siskiyou
06,CALIFORNIA,095,Solano
06,CALIFORNIA,097,Sonoma
06,CALIFORNIA,099,Stanislaus
06,CALIFORNIA,101,Sutter
06,CALIFORNIA,103,Tehama
06,CALIFORNIA,105,Trinity
06,CALIFORNIA,107,Tulare
06,CALIFORNIA,109,Tuolumne
06,CALIFORNIA,111,Ventura
06,CALIFORNIA,113,Yolo
06,CALIFORNIA,115,Yuba
08,COLORADO,001,Adams
08,COLORADO,003,Alamosa
08,COLORADO,005,Arapahoe
08,COLORADO,007,Archuleta
08,COLORADO,009,Baca
08,COLORADO,011,Bent
08,COLORADO,013,Boulder
08,COLORADO,014,Broomfield
08,COLORADO,015,Chaffee
08,COLORADO,017,Cheyenne
08,COLORADO,019,Clear Creek
08,COLORADO,021,Conejos
08,COLORADO,023,Costilla
08,COLORADO,025,Crowley
08,COLORADO,027,Custer
08,COLORADO,029,Delta
08,COLORADO,031,Denver
08,COLORADO,033,Dolores
08,COLORADO,035,Douglas
08,COLORADO,037,Eagle
08,COLORADO,039,Elbert
08,COLORADO,041,El Paso
08,COLORADO,043,Fremont
08,COLORADO,045,Garfield
08,COLORADO,047,Gilpin
08,COLORADO,049,Grand
08,COLORADO,051,Gunnison
08,COLORADO,053,Hinsdale
08,COLORADO,055,Huerfano
08,COLORADO,057,Jackson
08,COLORADO,059,Jefferson
08,COLORADO,061,Kiowa
08,COLORADO,063,Kit Carson
08,COLORADO,065,Lake
08,COLORADO,067,La Plata
08,COLORADO,069,Larimer
08,COLORADO,071,Las Animas
08,COLORADO,073,Lincoln
08,COLORADO,075,Logan
08,COLORADO,077,Mesa
08,COLORADO,079,Mineral
08,COLORADO,081,Moffat
08,COLORADO,083,Montezuma
08,COLORADO,085,Montrose
08,COLORADO,087,Morgan
08,COLORADO,089,Otero
08,COLORADO,091,Ouray
08,COLORADO,093,Park
08,COLORADO,095,Phillips
08,COLORADO,097,Pitkin
08,COLORADO,099,Prowers
08,COLORADO,101,Pueblo
08,COLORADO,103,Rio Blanco
08,COLORADO,105,Rio Grande
08,COLORADO,107,Routt
08,COLORADO,109,Saguache
08,COLORADO,111,San Juan
08,COLORADO,113,San Miguel
08,COLORADO,115,Sedgwick
08,COLORADO,117,Summit
08,COLORADO,119,Teller
08,COLORADO,121,Washington
08,COLORADO,123,Weld
08,COLORADO,125,Yuma
09,CONNECTICUT,001,Fairfield
09,CONNECTICUT,003,Hartford
09,CONNECTICUT,005,Litchfield
09,CONNECTICUT,007,Middlesex
09,CONNECTICUT,009,New Haven
09,CONNECTICUT,011,New London
09,CONNECTICUT,013,Tolland
09,CONNECTICUT,015,Windham
10,DELAWARE,001,Kent
10,DELAWARE,003,New Castle
10,DELAWARE,005,Sussex
11,DISTRICT OF COLUMBIA,001,District of Columbia
12,FLORIDA,001,Alachua
12,FLORIDA,003,Baker
12,FLORIDA,005,Bay
12,FLORIDA,007,Bradford
12,FLORIDA,009,Brevard
12,FLORIDA,011,Broward
12,FLORIDA,013,Calhoun
12,FLORIDA,015,Charlotte
12,FLORIDA,017,Citrus
12,FLORIDA,019,Clay
12,FLORIDA,021,Collier
12,FLORIDA,027,DeSoto
12,FLORIDA,029,Dixie
12,FLORIDA,031,Duval
12,FLORIDA,033,Escambia
12,FLORIDA,035,Flagler
12,FLORIDA,037,Franklin
12,FLORIDA,039,Gadsden
12,FLORIDA,041,Gilchrist
12,FLORIDA,043,Glades
12,FLORIDA,045,Gulf
12,FLORIDA,047,Hamilton
12,FLORIDA,049,Hardee
12,FLORIDA,051,Hendry
12,FLORIDA,053,Hernando
12,FLORIDA,055,Highlands
12,FLORIDA,057,Hillsborough
12,FLORIDA,059,Holmes
12,FLORIDA,061,Indian River
12,FLORIDA,063,Jackson
12,FLORIDA,065,Jefferson
12,FLORIDA,067,Lafayette
12,FLORIDA,069,Lake
12,FLORIDA,071,Lee
12,FLORIDA,073,Leon
12,FLORIDA,075,Levy
12,FLORIDA,077,Liberty
12,FLORIDA,079,Madison
12,FLORIDA,081,Manatee
12,FLORIDA,083,Marion
12,FLORIDA,085,Martin
12,FLORIDA,086,Miami-Dade
12,FLORIDA,087,Monroe
12,FLORIDA,089,Nassau
12,FLORIDA,091,Okaloosa
12,FLORIDA,093,Okeechobee
12,FLORIDA,095,Orange
12,FLORIDA,097,Osceola
12,FLORIDA,099,Palm Beach
12,FLORIDA,101,Pasco
12,FLORIDA,103,Pinellas
12,FLORIDA,105,Polk
12,FLORIDA,107,Putnam
12,FLORIDA,109,St. Johns
12,FLORIDA,111,St. Lucie
12,FLORIDA,113,Santa Rosa
12,FLORIDA,115,Sarasota
12,FLORIDA,117,Seminole
12,FLORIDA,119,Sumter
12,FLORIDA,121,Suwannee
12,FLORIDA,123,Taylor
12,FLORIDA,125,Union
12,FLORIDA,127,Volusia
12,FLORIDA,129,Wakulla
12,FLORIDA,131,Walton
12,FLORIDA,133,Washington
13,GEORGIA,001,Appling
13,GEORGIA,003,Atkinson
13,GEORGIA,005,Bacon
13,GEORGIA,007,Baker
13,GEORGIA,009,Baldwin
13,GEORGIA,011,Banks
13,GEORGIA,013,Barrow
13,GEORGIA,015,Bartow
13,GEORGIA,017,Ben Hill
13,GEORGIA,019,Berrien
13,GEORGIA,021,Bibb
13,GEORGIA,023,Bleckley
13,GEORGIA,025,Brantley
13,GEORGIA,027,Brooks
13,GEORGIA,029,Bryan
13,GEORGIA,031,Bulloch
13,GEORGIA,033,Burke
13,GEORGIA,035,Butts
13,GEORGIA,037,Calhoun
13,GEORGIA,039,Camden
13,GEORGIA,043,Candler
13,GEORGIA,045,Carroll
13,GEORGIA,047,Catoosa
13,GEORGIA,049,Charlton
13,GEORGIA,051,Chatham
13,GEORGIA,053,Chattahoochee
13,GEORGIA,055,Chattooga
13,GEORGIA,057,Cherokee
13,GEORGIA,059,Clarke
13,GEORGIA,061,Clay
13,GEORGIA,063,Clayton
13,GEORGIA,065,Clinch
13,GEORGIA,067,Cobb
13,GEORGIA,069,Coffee
13,GEORGIA,071,Colquitt
13,GEORGIA,073,Columbia
13,GEORGIA,075,Cook
13,GEORGIA,077,Coweta
13,GEORGIA,079,Crawford
13,GEORGIA,081,Crisp
13,GEORGIA,083,Dade
13,GEORGIA,085,Dawson
13,GEORGIA,087,Decatur
13,GEORGIA,089,DeKalb
13,GEORGIA,091,Dodge
13,GEORGIA,093,Dooly
13,GEORGIA,095,Dougherty
13,GEORGIA,097,Douglas
13,GEORGIA,099,Early
13,GEORGIA,101,Echols
13,GEORGIA,103,Effingham
13,GEORGIA,105,Elbert
13,GEORGIA,107,Emanuel
13,GEORGIA,109,Evans
13,GEORGIA,111,Fannin
13,GEORGIA,113,Fayette
13,GEORGIA,115,Floyd
13,GEORGIA,117,Forsyth
13,GEORGIA,119,Franklin
13,GEORGIA,121,Fulton
13,GEORGIA,123,Gilmer
13,GEORGIA,125,Glascock
13,GEORGIA,127,Glynn
13,GEORGIA,129,Gordon
13,GEORGIA,131,Grady
13,GEORGIA,133,Greene
13,GEORGIA,135,Gwinnett
13,GEORGIA,137,Habersham
13,GEORGIA,139,Hall
13,GEORGIA,141,Hancock
13,GEORGIA,143,Haralson
13,GEORGIA,145,Harris
13,GEORGIA,147,Hart
13,GEORGIA,149,Heard
13,GEORGIA,151,Henry
13,GEORGIA,153,Houston
13,GEORGIA,155,Irwin
13,GEORGIA,157,Jackson
13,GEORGIA,159,Jasper
13,GEORGIA,161,Jeff Davis
13,GEORGIA,163,Jefferson
13,GEORGIA,165,Jenkins
13,GEORGIA,167,Johnson
13,GEORGIA,169,Jones
13,GEORGIA,171,Lamar
13,GEORGIA,173,Lanier
13,GEORGIA,175,Laurens
13,GEORGIA,177,Lee
13,GEORGIA,179,Liberty
13,GEORGIA,181,Lincoln
13,GEORGIA,183,Long
13,GEORGIA,185,Lowndes
13,GEORGIA,187,Lumpkin
13,GEORGIA,189,McDuffie
13,GEORGIA,191,McIntosh
13,GEORGIA,193,Macon
13,GEORGIA,195,Madison
13,GEORGIA,197,Marion
13,GEORGIA,199,Meriwether
13,GEORGIA,201,Miller
13,GEORGIA,205,Mitchell
13,GEORGIA,207,Monroe
13,GEORGIA,209,Montgomery
13,GEORGIA,211,Morgan
13,GEORGIA,213,Murray
13,GEORGIA,215,Muscogee
13,GEORGIA,217,Newton
13,GEORGIA,219,Oconee
13,GEORGIA,221,Oglethorpe
13,GEORGIA,223,Paulding
13,GEORGIA,225,Peach
13,GEORGIA,227,Pickens
13,GEORGIA,229,Pierce
13,GEORGIA,231,Pike
13,GEORGIA,233,Polk
13,GEORGIA,235,Pulaski
13,GEORGIA,237,Putnam
13,GEORGIA,239,Quitman
13,GEORGIA,241,Rabun
13,GEORGIA,243,Randolph
13,GEORGIA,245,Richmond
13,GEORGIA,247,Rockdale
13,GEORGIA,249,Schley
13,GEORGIA,251,Screven
13,GEORGIA,253,Seminole
13,GEORGIA,255,Spalding
13,GEORGIA,257,Stephens
13,GEORGIA,259,Stewart
13,GEORGIA,261,Sumter
13,GEORGIA,263,Talbot
13,GEORGIA,265,Taliaferro
13,GEORGIA,267,Tattnall
13,GEORGIA,269,Taylor
13,GEORGIA,271,Telfair
13,GEORGIA,273,Terrell
13,GEORGIA,275,Thomas
13,GEORGIA,277,Tift
13,GEORGIA,279,Toombs
13,GEORGIA,281,Towns
13,GEORGIA,283,Treutlen
13,GEORGIA,285,Troup
13,GEORGIA,287,Turner
13,GEORGIA,289,Twiggs
13,GEORGIA,291,Union
13,GEORGIA,293,Upson
13,GEORGIA,295,Walker
13,GEORGIA,297,Walton
13,GEORGIA,299,Ware
13,GEORGIA,301,Warren
13,GEORGIA,303,Washington
13,GEORGIA,305,Wayne
13,GEORGIA,307,Webster
13,GEORGIA,309,Wheeler
13,GEORGIA,311,White
13,GEORGIA,313,Whitfield
13,GEORGIA,315,Wilcox
13,GEORGIA,317,Wilkes
13,GEORGIA,319,Wilkinson
13,GEORGIA,321,Worth
15,HAWAII,001,Hawaii
15,HAWAII,003,Honolulu
15,HAWAII,005,Kalawao
15,HAWAII,007,Kauai
15,HAWAII,009,Maui
16,IDAHO,001,Ada
16,IDAHO,003,Adams
16,IDAHO,005,Bannock
16,IDAHO,007,Bear Lake
16,IDAHO,009,Benewah
16,IDAHO,011,Bingham
16,IDAHO,013,Blaine
16,IDAHO,015,Boise
16,IDAHO,017,Bonner
16,IDAHO,019,Bonneville
16,IDAHO,021,Boundary
16,IDAHO,023,Butte
16,IDAHO,025,Camas
16,IDAHO,027,Canyon
16,IDAHO,029,Caribou
16,IDAHO,031,Cassia
16,IDAHO,033,Clark
16,IDAHO,035,Clearwater
16,IDAHO,037,Custer
16,IDAHO,039,Elmore
16,IDAHO,041,Franklin
16,IDAHO,043,Fremont
16,IDAHO,045,Gem
16,IDAHO,047,Gooding
16,IDAHO,049,Idaho
16,IDAHO,051,Jefferson
16,IDAHO,053,Jerome
16,IDAHO,055,Kootenai
16,IDAHO,057,Latah
16,IDAHO,059,Lemhi
16,IDAHO,061,Lewis
16,IDAHO,063,Lincoln
16,IDAHO,065,Madison
16,IDAHO,067,Minidoka
16,IDAHO,069,Nez Perce
16,IDAHO,071,Oneida
16,IDAHO,073,Owyhee
16,IDAHO,075,Payette
16,IDAHO,077,Power
16,IDAHO,079,Shoshone
16,IDAHO,081,Teton
16,IDAHO,083,Twin Falls
16,IDAHO,085,Valley
16,IDAHO,087,Washington
17,ILLINOIS,001,Adams
17,ILLINOIS,003,Alexander
17,ILLINOIS,005,Bond
17,ILLINOIS,007,Boone
17,ILLINOIS,009,Brown
17,ILLINOIS,011,Bureau
17,ILLINOIS,013,Calhoun
17,ILLINOIS,015,Carroll
17,ILLINOIS,017,Cass
17,ILLINOIS,019,Champaign
17,ILLINOIS,021,Christian
17,ILLINOIS,023,Clark
17,ILLINOIS,025,Clay
17,ILLINOIS,027,Clinton
17,ILLINOIS,029,Coles
17,ILLINOIS,031,Cook
17,ILLINOIS,033,Crawford
17,ILLINOIS,035,Cumberland
17,ILLINOIS,037,DeKalb
17,ILLINOIS,039,De Witt
17,ILLINOIS,041,Douglas
17,ILLINOIS,043,DuPage
17,ILLINOIS,045,Edgar
17,ILLINOIS,047,Edwards
17,ILLINOIS,049,Effingham
17,ILLINOIS,051,Fayette
17,ILLINOIS,053,Ford
17,ILLINOIS,055,Franklin
17,ILLINOIS,057,Fulton
17,ILLINOIS,059,Gallatin
17,ILLINOIS,061,Greene
17,ILLINOIS,063,Grundy
17,ILLINOIS,065,Hamilton
17,ILLINOIS,067,Hancock
17,ILLINOIS,069,Hardin
17,ILLINOIS,071,Henderson
17,ILLINOIS,073,Henry
17,ILLINOIS,075,Iroquois
17,ILLINOIS,077,Jackson
17,ILLINOIS,079,Jasper
17,ILLINOIS,081,Jefferson
17,ILLINOIS,083,Jersey
17,ILLINOIS,085,Jo Daviess
17,ILLINOIS,087,Johnson
17,ILLINOIS,089,Kane
17,ILLINOIS,091,Kankakee
17,ILLINOIS,093,Kendall
17,ILLINOIS,095,Knox
17,ILLINOIS,097,Lake
17,ILLINOIS,099,LaSalle
17,ILLINOIS,101,Lawrence
17,ILLINOIS,103,Lee
17,ILLINOIS,105,Livingston
17,ILLINOIS,107,Logan
17,ILLINOIS,109,McDonough
17,ILLINOIS,111,McHenry
17,ILLINOIS,113,McLean
17,ILLINOIS,115,Macon
17,ILLINOIS,117,Macoupin
17,ILLINOIS,119,Madison
17,ILLINOIS,121,Marion
17,ILLINOIS,123,Marshall
17,ILLINOIS,125,Mason
17,ILLINOIS,127,Massac
17,ILLINOIS,129,Menard
17,ILLINOIS,131,Mercer
17,ILLINOIS,133,Monroe
17,ILLINOIS,135,Montgomery
17,ILLINOIS,137,Morgan
17,ILLINOIS,139,Moultrie
17,ILLINOIS,141,Ogle
17,ILLINOIS,143,Peoria
17,ILLINOIS,145,Perry
17,ILLINOIS,147,Piatt
17,ILLINOIS,149,Pike
17,ILLINOIS,151,Pope
17,ILLINOIS,153,Pulaski
17,ILLINOIS,155,Putnam
17,ILLINOIS,157,Randolph
17,ILLINOIS,159,Richland
17,ILLINOIS,161,Rock Island
17,ILLINOIS,163,St. Clair
17,ILLINOIS,165,Saline
17,ILLINOIS,167,Sangamon
17,ILLINOIS,169,Schuyler
17,ILLINOIS,171,Scott
17,ILLINOIS,173,Shelby
17,ILLINOIS,175,Stark
17,ILLINOIS,177,Stephenson
17,ILLINOIS,179,Tazewell
17,ILLINOIS,181,Union
17,ILLINOIS,183,Vermilion
17,ILLINOIS,185,Wabash
17,ILLINOIS,187,Warren
17,ILLINOIS,189,Washington
17,ILLINOIS,191,Wayne
17,ILLINOIS,193,White
17,ILLINOIS,195,Whiteside
17,ILLINOIS,197,Will
17,ILLINOIS,199,Williamson
17,ILLINOIS,201,Winnebago
17,ILLINOIS,203,Woodford
18,INDIANA,001,Adams
18,INDIANA,003,Allen
18,INDIANA,005,Bartholomew
18,INDIANA,007,Benton
18,INDIANA,009,Blackford
18,INDIANA,011,Boone
18,INDIANA,013,Brown
18,INDIANA,015,Carroll
18,INDIANA,017,Cass
18,INDIANA,019,Clark
18,INDIANA,021,Clay
18,INDIANA,023,Clinton
18,INDIANA,025,Crawford
18,INDIANA,027,Daviess
18,INDIANA,029,Dearborn
18,INDIANA,031,Decatur
18,INDIANA,033,DeKalb
18,INDIANA,035,Delaware
18,INDIANA,037,Dubois
18,INDIANA,039,Elkhart
18,INDIANA,041,Fayette
18,INDIANA,043,Floyd
18,INDIANA,045,Fountain
18,INDIANA,047,Franklin
18,INDIANA,049,Fulton
18,INDIANA,051,Gibson
18,INDIANA,053,Grant
18,INDIANA,055,Greene
18,INDIANA,057,Hamilton
18,INDIANA,059,Hancock
18,INDIANA,061,Harrison
18,INDIANA,063,Hendricks
18,INDIANA,065,Henry
18,INDIANA,067,Howard
18,INDIANA,069,Huntington
18,INDIANA,071,Jackson
18,INDIANA,073,Jasper
18,INDIANA,075,Jay
18,INDIANA,077,Jefferson
18,INDIANA,079,Jennings
18,INDIANA,081,Johnson
18,INDIANA,083,Knox
18,INDIANA,085,Kosciusko
18,INDIANA,087,LaGrange
18,INDIANA,089,Lake
18,INDIANA,091,LaPorte
18,INDIANA,093,Lawrence
18,INDIANA,095,Madison
18,INDIANA,097,Marion
18,INDIANA,099,Marshall
18,INDIANA,101,Martin
18,INDIANA,103,Miami
18,INDIANA,105,Monroe
18,INDIANA,107,Montgomery
18,INDIANA,109,Morgan
18,INDIANA,111,Newton
18,INDIANA,113,Noble
18,INDIANA,115,Ohio
18,INDIANA,117,Orange
18,INDIANA,119,Owen
18,INDIANA,121,Parke
18,INDIANA,123,Perry
18,INDIANA,125,Pike
18,INDIANA,127,Porter
18,INDIANA,129,Posey
18,INDIANA,131,Pulaski
18,INDIANA,133,Putnam
18,INDIANA,135,Randolph
18,INDIANA,137,Ripley
18,INDIANA,139,Rush
18,INDIANA,141,St. Joseph
18,INDIANA,143,Scott
18,INDIANA,145,Shelby
18,INDIANA,147,Spencer
18,INDIANA,149,Starke
18,INDIANA,151,Steuben
18,INDIANA,153,Sullivan
18,INDIANA,155,Switzerland
18,INDIANA,157,Tippecanoe
18,INDIANA,159,Tipton
18,INDIANA,161,Union
18,INDIANA,163,Vanderburgh
18,INDIANA,165,Vermillion
18,INDIANA,167,Vigo
18,INDIANA,169,Wabash
18,INDIANA,171,Warren
18,INDIANA,173,Warrick
18,INDIANA,175,Washington
18,INDIANA,177,Wayne
18,INDIANA,179,Wells
18,INDIANA,181,White
18,INDIANA,183,Whitley
19,IOWA,001,Adair
19,IOWA,003,Adams
19,IOWA,005,Allamakee
19,IOWA,007,Appanoose
19,IOWA,009,Audubon
19,IOWA,011,Benton
19,IOWA,013,Black Hawk
19,IOWA,015,Boone
19,IOWA,017,Bremer
19,IOWA,019,Buchanan
19,IOWA,021,Buena Vista
19,IOWA,023,Butler
19,IOWA,025,Calhoun
19,IOWA,027,Carroll
19,IOWA,029,Cass
19,IOWA,031,Cedar
19,IOWA,033,Cerro Gordo
19,IOWA,035,Cherokee
19,IOWA,037,Chickasaw
19,IOWA,039,Clarke
